document_id,year,family_size,citations
034-372-581-282-73X,2024,1,0
034-874-387-807-467,2024,1,0
036-192-905-963-748,2024,1,0
037-341-296-248-388,2024,1,0
038-377-142-551-860,2024,1,1
040-489-780-048-23X,2024,1,2
041-159-913-679-225,2024,1,0
041-871-717-787-682,2024,1,1
042-238-570-264-379,2024,1,0
043-544-941-393-64X,2024,1,1
044-246-658-981-199,2024,1,2
045-435-897-953-864,2024,1,2
045-536-147-075-196,2024,1,1
046-162-548-976-203,2024,1,4
046-965-235-730-834,2024,1,0
048-474-549-281-759,2024,1,1
048-751-137-119-459,2024,1,0
048-763-243-832-221,2024,1,0
048-902-254-993-386,2024,2,0
050-043-419-095-621,2024,1,2
050-361-392-471-677,2024,2,3
051-310-068-056-312,2024,1,2
051-332-453-291-201,2024,2,2
051-730-772-299-300,2024,1,3
052-021-048-415-248,2024,1,2
052-959-842-087-357,2024,1,1
053-517-101-287-19X,2024,1,0
055-384-882-999-590,2024,1,0
056-728-247-326-808,2024,1,0
056-803-935-700-67X,2024,1,2
060-025-880-525-478,2024,1,0
060-630-667-139-725,2024,2,1
061-131-341-977-921,2024,1,1
061-220-928-227-817,2024,1,1
061-655-339-402-51X,2024,1,0
062-022-741-038-96X,2024,1,0
063-328-524-402-030,2024,1,3
063-914-413-539-167,2024,1,1
066-739-388-771-063,2024,1,0
067-678-710-726-181,2024,1,3
069-307-095-925-137,2024,1,0
070-802-379-640-911,2024,1,1
072-136-195-184-342,2024,1,0
072-196-087-353-81X,2024,2,0
072-760-087-163-885,2024,1,1
073-833-795-739-25X,2024,1,1
074-618-117-174-67X,2024,1,1
074-993-110-577-69X,2024,1,0
076-622-956-680-631,2024,3,0
077-239-494-991-287,2024,1,0
079-319-824-351-18X,2024,2,2
079-999-660-258-254,2024,1,0
081-888-428-428-810,2024,1,1
082-178-378-652-362,2024,1,1
084-117-298-146-404,2024,1,0
084-354-736-644-622,2024,2,4
084-482-043-958-596,2024,1,1
084-873-384-858-620,2024,1,0
085-500-507-403-63X,2024,1,1
085-776-319-555-684,2024,1,0
085-952-043-904-424,2024,1,2
086-123-319-800-975,2024,1,1
087-203-882-671-830,2024,1,5
088-084-660-659-139,2024,1,0
088-280-810-794-773,2024,1,1
089-247-689-280-122,2024,1,1
089-492-071-617-458,2024,1,0
089-624-560-543-746,2024,2,6
091-772-627-889-597,2024,1,0
091-816-888-418-509,2024,1,0
093-147-405-771-517,2024,1,1
094-644-650-311-286,2024,1,0
096-821-347-155-425,2024,1,0
097-457-203-491-946,2024,1,0
098-750-641-830-070,2024,1,5
099-120-107-708-729,2024,1,0
099-569-438-837-082,2024,1,2
100-406-021-883-371,2024,1,0
100-465-438-705-132,2024,1,0
100-710-957-338-086,2024,1,1
102-611-831-242-360,2024,1,2
103-128-847-397-582,2024,1,0
103-211-851-002-405,2024,5,1
104-433-152-627-641,2024,2,3
105-470-647-608-337,2024,1,2
105-514-699-625-536,2024,1,2
108-057-204-355-481,2024,1,4
109-103-621-726-491,2024,1,2
109-926-760-938-926,2024,1,0
110-725-772-784-412,2024,2,0
111-599-016-291-518,2024,1,0
111-673-932-313-463,2024,1,0
113-077-064-586-120,2024,1,0
114-169-287-089-329,2024,1,0
114-559-242-250-012,2024,1,0
114-997-311-398-601,2024,1,3
115-511-138-859-008,2024,2,1
115-929-565-916-431,2024,1,2
116-625-279-528-570,2024,1,2
117-555-485-971-552,2024,1,0
117-973-721-344-043,2024,1,0
119-679-788-805-233,2024,2,1
119-712-981-303-472,2024,1,3
120-252-348-178-056,2024,1,0
120-959-898-110-688,2024,1,4
122-449-165-804-001,2024,1,0
123-463-212-258-822,2024,1,0
124-182-426-868-496,2024,1,0
125-800-117-741-426,2024,1,0
126-536-647-760-25X,2024,1,3
128-070-700-990-961,2024,2,3
128-696-780-870-912,2024,2,4
129-149-139-437-412,2024,1,3
129-861-516-222-329,2024,1,0
130-294-739-158-35X,2024,2,3
130-544-010-017-674,2024,1,0
131-138-603-274-353,2024,1,0
131-299-493-429-605,2024,1,0
132-512-777-897-976,2024,1,0
133-089-520-119-248,2024,1,2
133-588-799-063-46X,2024,2,0
134-090-634-336-640,2024,1,0
136-714-598-050-180,2024,2,0
137-894-087-481-541,2024,1,2
138-817-968-745-874,2024,1,4
141-538-562-504-807,2024,1,0
141-753-515-129-989,2024,1,4
142-783-419-346-581,2024,1,0
144-757-138-282-634,2024,1,0
144-771-285-941-40X,2024,1,0
145-321-138-116-926,2024,1,3
145-713-234-950-825,2024,1,0
146-288-505-107-680,2024,1,5
147-573-618-595-499,2024,1,0
148-175-032-852-729,2024,1,0
148-693-534-992-449,2024,2,0
150-215-789-746-042,2024,1,1
151-975-758-480-26X,2024,1,1
152-580-505-942-649,2024,2,5
153-540-995-254-389,2024,1,0
154-463-408-588-879,2024,1,0
154-474-553-582-522,2024,1,0
154-708-407-566-136,2024,2,1
155-256-691-570-424,2024,1,5
155-827-996-596-832,2024,1,3
155-849-901-937-380,2024,1,3
156-004-790-477-917,2024,1,0
156-392-171-750-336,2024,1,5
160-713-732-583-603,2024,1,2
161-069-227-689-53X,2024,1,2
162-126-300-456-869,2024,1,0
163-533-633-742-905,2024,1,6
167-151-897-090-746,2024,2,1
167-376-446-170-269,2024,1,0
168-008-728-982-692,2024,1,3
168-425-120-122-931,2024,1,0
168-470-009-552-928,2024,1,0
170-417-752-932-440,2024,2,1
172-791-045-231-752,2024,1,0
173-583-990-736-691,2024,2,2
174-285-756-529-185,2024,1,0
174-520-907-196-240,2024,1,5
175-442-612-484-806,2024,1,2
176-845-467-173-659,2024,1,2
177-475-669-751-139,2024,1,0
178-056-423-310-819,2024,1,0
178-462-213-565-497,2024,1,0
179-518-758-388-167,2024,2,1
179-750-572-900-368,2024,1,6
181-999-162-071-304,2024,1,0
182-424-881-757-176,2024,2,2
185-813-030-615-67X,2024,1,0
188-802-349-941-026,2024,1,0
188-807-421-915-280,2024,1,0
188-963-327-310-570,2024,1,2
189-803-413-833-03X,2024,1,0
192-638-174-170-41X,2024,1,4
192-775-836-134-217,2024,2,0
192-847-228-999-92X,2024,2,0
193-013-487-655-908,2024,2,1
194-074-462-810-751,2024,1,0
194-212-709-119-093,2024,1,0
195-830-103-216-934,2024,1,1
196-062-652-431-845,2024,1,1
196-963-001-113-809,2024,2,1
199-212-939-156-756,2024,1,0
199-746-338-347-035,2024,2,1
000-431-557-570-081,2025,1,0
000-746-288-996-514,2025,1,0
002-424-298-579-651,2025,1,1
004-133-657-562-396,2025,2,0
004-703-722-906-493,2025,1,0
006-216-463-728-657,2025,3,0
007-138-531-175-595,2025,1,0
007-206-895-894-648,2025,2,0
007-392-944-157-823,2025,1,5
008-527-104-341-03X,2025,1,0
008-955-492-022-161,2025,1,0
009-026-033-597-708,2025,2,0
009-847-368-517-915,2025,1,0
009-858-102-958-135,2025,2,0
011-386-956-051-122,2025,1,0
012-004-566-887-274,2025,2,0
012-435-841-190-434,2025,1,0
012-566-134-843-205,2025,1,0
013-879-686-488-567,2025,1,0
014-975-808-066-642,2025,1,0
015-424-914-889-971,2025,2,0
015-979-131-764-274,2025,1,1
016-708-223-445-248,2025,1,0
016-923-480-312-093,2025,1,0
017-657-346-865-540,2025,2,0
020-311-487-149-978,2025,1,0
024-020-386-127-572,2025,1,1
024-742-930-192-234,2025,3,1
025-922-432-934-308,2025,2,0
028-215-873-823-36X,2025,1,0
029-034-386-554-792,2025,1,0
029-188-959-913-097,2025,1,0
030-523-575-389-303,2025,1,0
030-942-473-511-386,2025,2,0
032-291-282-347-137,2025,1,0
032-860-042-670-864,2025,1,0
033-336-254-471-942,2025,1,0
034-773-426-301-942,2025,1,0
035-393-149-004-908,2025,1,0
038-219-150-031-490,2025,1,2
042-691-640-865-037,2025,1,0
042-735-030-384-262,2025,2,0
042-847-681-020-530,2025,1,0
044-156-543-958-133,2025,1,0
044-528-817-293-744,2025,1,0
044-856-810-915-080,2025,1,1
046-078-916-011-674,2025,2,0
046-109-408-527-278,2025,2,0
047-845-834-907-70X,2025,1,0
048-809-917-612-93X,2025,1,0
049-297-490-680-879,2025,1,0
049-749-848-309-500,2025,1,0
051-039-805-689-377,2025,3,0
051-605-306-771-839,2025,1,0
051-682-986-681-122,2025,1,0
051-792-012-672-903,2025,1,0
052-477-215-494-795,2025,1,0
052-833-444-264-06X,2025,1,0
053-125-089-876-49X,2025,1,0
053-133-791-121-521,2025,1,0
053-217-797-773-000,2025,1,0
053-263-210-809-420,2025,2,0
053-752-892-018-307,2025,1,0
054-168-340-525-881,2025,1,0
054-863-110-686-473,2025,1,0
055-539-264-727-065,2025,1,0
055-659-482-547-94X,2025,1,1
058-033-648-378-66X,2025,1,0
058-450-058-065-038,2025,1,0
059-034-513-794-528,2025,1,0
059-478-356-496-187,2025,1,1
059-661-836-852-019,2025,2,0
059-714-703-450-039,2025,1,0
061-640-901-068-060,2025,1,0
063-334-753-987-002,2025,1,0
064-400-051-127-138,2025,1,0
065-037-468-190-637,2025,1,0
065-498-774-274-072,2025,1,0
065-897-945-260-82X,2025,1,0
066-861-875-867-889,2025,2,0
067-170-425-770-573,2025,2,1
067-248-477-383-986,2025,1,0
067-879-088-369-970,2025,1,1
068-857-483-617-697,2025,1,0
068-966-711-418-458,2025,1,1
070-250-360-633-081,2025,1,0
073-709-532-888-183,2025,1,0
076-387-376-189-494,2025,1,0
078-615-434-206-93X,2025,2,0
079-799-678-435-099,2025,1,1
080-810-269-936-247,2025,1,0
082-090-703-413-407,2025,1,0
083-935-030-905-156,2025,1,0
085-637-107-741-063,2025,1,1
085-931-649-333-467,2025,1,0
086-468-211-861-956,2025,1,0
086-579-307-801-810,2025,1,0
088-563-457-948-793,2025,2,0
089-458-007-563-88X,2025,2,0
090-294-122-069-50X,2025,1,1
090-576-922-018-140,2025,1,0
090-760-955-384-585,2025,3,0
091-337-419-484-628,2025,1,0
093-831-210-201-611,2025,2,0
093-963-413-994-636,2025,1,1
094-389-846-819-940,2025,1,0
095-685-632-596-377,2025,1,0
095-821-459-979-713,2025,1,0
096-654-499-809-648,2025,1,0
101-720-195-641-729,2025,2,0
101-764-989-613-054,2025,1,0
103-697-016-686-172,2025,3,0
104-245-314-948-715,2025,2,0
105-078-303-356-416,2025,1,0
106-448-162-956-718,2025,1,0
106-723-695-329-737,2025,2,0
107-445-192-566-078,2025,1,0
108-154-535-706-754,2025,1,1
108-178-093-546-189,2025,2,1
108-593-467-607-715,2025,2,0
109-178-521-897-345,2025,1,0
109-247-759-185-803,2025,1,0
110-330-763-269-877,2025,1,0
110-387-335-276-963,2025,1,0
111-132-940-971-704,2025,2,0
111-924-875-724-904,2025,1,0
112-015-939-617-154,2025,1,0
112-074-585-993-135,2025,1,0
112-314-725-962-518,2025,3,0
114-166-322-632-216,2025,1,0
114-278-467-870-705,2025,1,0
117-076-551-421-287,2025,1,0
117-736-421-130-861,2025,1,0
118-328-882-710-504,2025,1,3
120-656-370-646-590,2025,1,0
120-667-949-614-348,2025,1,0
120-888-506-003-23X,2025,1,0
121-579-597-518-876,2025,1,0
122-241-562-137-051,2025,1,0
122-404-520-140-088,2025,1,0
122-431-351-020-90X,2025,1,0
124-157-931-138-158,2025,2,0
126-145-311-362-292,2025,1,0
126-596-520-802-824,2025,1,0
126-788-731-331-539,2025,1,0
126-947-906-216-520,2025,1,0
128-036-369-336-951,2025,1,0
128-198-396-435-818,2025,1,0
128-795-357-168-054,2025,1,0
129-481-897-136-752,2025,1,0
130-060-174-759-104,2025,1,0
130-102-654-538-16X,2025,1,1
130-282-744-829-586,2025,1,0
130-377-649-446-650,2025,1,0
130-794-919-132-692,2025,2,0
132-346-635-803-064,2025,1,0
132-352-832-295-709,2025,1,1
132-768-569-298-097,2025,1,0
134-027-050-912-884,2025,1,0
134-118-756-734-606,2025,1,0
134-122-585-434-853,2025,2,0
134-269-525-030-167,2025,1,0
135-441-456-689-184,2025,1,0
135-600-492-973-41X,2025,1,0
136-568-438-354-748,2025,1,0
136-633-043-453-029,2025,3,0
136-793-581-466-516,2025,1,0
137-158-315-484-635,2025,1,0
137-580-707-129-580,2025,1,0
137-597-545-387-456,2025,2,1
139-036-866-590-247,2025,1,0
139-294-406-792-368,2025,1,0
141-108-108-831-322,2025,2,0
144-002-745-584-882,2025,1,0
144-146-121-485-440,2025,2,0
144-334-698-729-903,2025,3,0
144-535-428-228-077,2025,1,0
144-567-654-329-876,2025,1,0
145-250-148-808-98X,2025,1,0
146-256-725-839-203,2025,3,0
147-988-552-340-374,2025,1,0
148-377-925-836-967,2025,1,0
148-476-857-563-920,2025,1,1
148-923-186-070-595,2025,1,0
150-738-768-556-998,2025,1,0
151-505-474-533-335,2025,1,0
151-532-507-696-67X,2025,2,1
151-704-175-130-001,2025,2,1
152-192-193-914-571,2025,1,2
152-747-226-068-049,2025,2,3
154-819-249-765-560,2025,2,0
155-161-699-356-308,2025,1,0
155-489-610-408-554,2025,1,0
156-442-354-756-389,2025,2,0
156-540-548-762-647,2025,1,0
157-356-765-807-748,2025,1,0
158-577-028-055-895,2025,1,0
160-954-473-614-512,2025,1,0
161-068-838-825-647,2025,1,0
162-222-589-498-030,2025,1,0
162-552-856-169-592,2025,2,0
163-342-151-725-860,2025,1,0
163-624-446-724-537,2025,1,0
163-927-685-981-539,2025,1,0
165-357-067-673-097,2025,2,0
165-399-613-523-535,2025,1,0
165-458-902-843-057,2025,1,1
166-463-805-705-077,2025,1,0
167-125-536-360-123,2025,1,0
167-187-275-694-70X,2025,1,0
167-452-435-697-876,2025,1,0
168-342-481-425-213,2025,1,0
168-975-145-456-467,2025,1,0
169-313-316-302-045,2025,1,0
169-524-645-659-758,2025,1,0
170-106-553-873-603,2025,1,0
170-634-948-976-139,2025,1,0
170-724-729-388-125,2025,1,0
170-784-703-271-249,2025,1,0
171-752-814-909-516,2025,1,0
173-784-441-759-218,2025,2,0
175-178-561-049-213,2025,1,0
175-579-499-064-566,2025,1,0
176-097-810-938-911,2025,1,0
176-276-478-021-418,2025,1,0
177-243-873-600-976,2025,1,0
178-197-699-278-935,2025,3,1
178-365-875-313-067,2025,2,1
178-435-845-969-429,2025,1,0
178-834-604-496-972,2025,1,0
180-552-268-453-864,2025,1,0
180-877-187-003-509,2025,1,0
181-373-946-333-419,2025,1,1
182-075-781-608-031,2025,1,0
182-663-639-117-283,2025,2,0
183-431-766-451-237,2025,1,0
184-915-189-573-249,2025,1,0
185-529-049-400-849,2025,1,0
187-365-114-700-210,2025,2,0
187-912-848-975-23X,2025,2,1
188-044-964-569-895,2025,1,0
188-818-925-025-744,2025,1,0
188-873-142-095-860,2025,1,0
189-055-168-743-979,2025,1,0
190-389-665-852-231,2025,1,0
191-866-167-906-781,2025,1,0
192-957-277-749-457,2025,1,0
194-486-894-086-999,2025,1,0
194-487-638-954-78X,2025,1,0
195-470-436-106-075,2025,1,0
196-580-257-720-567,2025,1,0
198-985-131-378-776,2025,1,0
199-468-389-134-534,2025,1,0
