document_id,year,family_size,citations
119-257-405-736-411,2020,2,0
022-058-058-314-994,2023,1,4
025-529-502-787-139,2023,1,10
038-627-339-906-767,2023,1,4
060-728-974-066-488,2023,1,1
061-363-172-131-660,2023,1,1
065-913-887-107-903,2023,2,10
101-116-477-055-794,2023,1,0
101-518-682-423-949,2023,1,1
166-632-519-903-982,2023,2,0
167-304-380-344-314,2023,1,7
195-924-656-033-609,2023,1,2
000-405-097-832-538,2024,1,1
000-621-563-381-647,2024,2,2
001-142-502-724-325,2024,2,1
005-381-578-044-274,2024,1,0
005-382-896-139-601,2024,1,2
007-856-314-715-563,2024,1,0
008-992-728-085-955,2024,1,2
010-845-365-842-41X,2024,2,2
011-577-307-193-114,2024,2,0
014-071-602-446-808,2024,1,0
015-724-572-805-348,2024,3,0
017-422-313-496-260,2024,2,3
019-218-176-644-662,2024,1,0
019-632-428-935-452,2024,1,2
020-169-269-448-887,2024,1,0
021-321-073-875-916,2024,1,1
022-238-701-811-358,2024,1,0
022-501-041-361-923,2024,2,1
024-120-857-348-258,2024,1,1
026-492-711-586-931,2024,1,2
027-490-103-719-988,2024,1,0
027-577-070-582-808,2024,2,0
028-531-235-859-936,2024,1,0
030-669-227-053-557,2024,1,2
034-863-817-016-195,2024,1,1
035-126-989-295-457,2024,1,2
038-571-883-412-410,2024,1,0
039-242-119-275-931,2024,1,1
039-305-463-912-448,2024,1,1
041-325-008-874-478,2024,1,1
042-337-127-611-229,2024,2,1
044-417-127-707-311,2024,1,0
051-355-430-628-758,2024,1,4
052-349-801-340-223,2024,1,0
053-701-126-988-996,2024,1,2
057-211-116-360-242,2024,1,1
058-946-584-083-024,2024,2,1
060-066-863-272-852,2024,1,0
060-141-204-430-64X,2024,1,0
065-585-463-364-48X,2024,1,1
065-910-207-354-940,2024,1,2
069-575-223-860-747,2024,1,0
070-811-611-927-453,2024,1,0
073-392-910-782-472,2024,1,1
074-465-714-651-273,2024,2,1
076-712-975-569-380,2024,1,4
077-871-485-126-805,2024,1,2
078-116-953-918-860,2024,2,1
081-335-824-983-832,2024,1,0
082-997-517-094-17X,2024,1,0
083-308-812-275-598,2024,1,2
