document_id,year,family_size,citations
134-289-640-652-023,2024,1,1
135-695-282-773-385,2024,2,2
136-416-319-424-835,2024,2,0
137-009-004-300-350,2024,2,0
137-484-046-164-679,2024,1,2
137-636-075-157-590,2024,1,0
147-546-644-375-234,2024,2,2
147-656-615-518-651,2024,2,4
148-213-711-685-170,2024,1,1
149-674-275-526-541,2024,1,0
150-072-238-797-577,2024,1,2
150-131-671-756-642,2024,1,4
150-515-584-693-21X,2024,2,4
151-401-407-273-506,2024,2,3
152-923-460-769-687,2024,1,0
156-367-537-734-919,2024,1,0
157-404-442-720-713,2024,1,2
159-674-860-416-856,2024,2,1
160-467-015-090-856,2024,1,0
161-570-485-573-467,2024,1,1
165-307-961-165-34X,2024,2,0
172-307-823-034-636,2024,2,4
178-428-429-264-985,2024,1,1
178-461-970-130-138,2024,2,0
181-928-457-756-345,2024,1,2
184-663-805-647-945,2024,1,0
184-827-455-000-268,2024,1,2
185-406-767-992-527,2024,1,1
185-671-978-560-860,2024,1,0
186-504-336-880-043,2024,1,2
186-649-097-010-784,2024,1,2
189-757-266-861-887,2024,2,3
191-233-153-859-099,2024,1,2
191-388-367-504-599,2024,1,0
193-937-323-128-669,2024,2,2
194-717-359-798-009,2024,1,0
195-033-792-862-840,2024,2,1
195-512-410-891-514,2024,1,0
196-205-594-674-181,2024,1,4
198-500-981-058-711,2024,1,0
001-642-415-767-280,2025,1,0
002-085-448-453-488,2025,1,0
004-718-308-171-905,2025,2,0
005-025-860-495-828,2025,1,0
005-105-471-723-09X,2025,1,0
005-772-289-006-667,2025,1,0
007-717-591-818-974,2025,1,0
007-767-222-588-97X,2025,1,1
009-897-820-674-155,2025,1,0
012-154-699-887-466,2025,2,1
013-437-715-343-204,2025,1,0
014-181-346-745-952,2025,1,0
015-743-135-963-288,2025,1,0
017-320-521-893-589,2025,1,0
017-539-110-508-187,2025,1,0
017-841-960-058-327,2025,1,0
022-730-495-923-328,2025,1,0
023-406-103-975-359,2025,1,0
023-430-414-391-190,2025,1,3
023-770-118-852-336,2025,1,1
025-393-146-554-282,2025,2,0
025-427-857-095-599,2025,1,0
027-085-373-775-745,2025,1,0
029-503-053-810-603,2025,1,1
031-050-473-738-671,2025,1,0
031-580-864-069-362,2025,1,0
033-977-797-628-387,2025,1,0
034-572-832-708-106,2025,1,2
035-104-133-712-13X,2025,1,1
035-204-441-242-051,2025,1,0
035-503-405-225-000,2025,1,0
036-574-959-650-572,2025,1,1
037-269-446-337-252,2025,2,1
038-611-143-365-501,2025,1,0
040-034-111-690-961,2025,1,3
040-666-982-508-956,2025,2,0
045-707-198-825-800,2025,1,0
046-112-647-321-565,2025,2,0
046-486-670-017-744,2025,1,0
047-089-481-509-149,2025,2,0
048-866-091-068-798,2025,1,0
050-908-454-449-384,2025,1,1
051-991-528-471-194,2025,1,0
053-545-564-803-603,2025,2,0
053-661-196-586-227,2025,2,0
055-758-866-001-237,2025,1,0
057-440-371-986-241,2025,1,2
058-013-046-229-028,2025,1,0
058-559-385-145-261,2025,1,0
064-526-782-487-974,2025,1,0
064-762-424-498-942,2025,1,0
068-383-523-894-583,2025,2,0
069-280-104-546-028,2025,1,0
070-420-471-114-910,2025,1,0
073-441-970-860-848,2025,1,0
073-766-953-731-126,2025,1,0
074-997-360-857-721,2025,1,1
076-234-208-874-33X,2025,1,0
076-616-326-318-514,2025,1,0
078-043-960-129-70X,2025,1,0
079-664-987-261-258,2025,1,0
081-454-665-427-047,2025,1,0
084-698-358-305-162,2025,1,0
086-688-728-158-918,2025,2,0
086-844-643-831-95X,2025,1,0
087-410-838-031-66X,2025,1,0
088-024-022-206-202,2025,2,0
090-462-937-780-490,2025,2,0
091-316-150-125-661,2025,1,0
091-833-034-754-511,2025,2,0
092-214-644-752-47X,2025,1,0
093-011-200-855-87X,2025,1,0
093-292-200-924-12X,2025,1,0
094-888-107-450-576,2025,2,0
095-660-009-140-203,2025,1,0
096-177-778-998-729,2025,1,2
097-606-262-135-315,2025,1,2
098-077-864-971-607,2025,2,8
099-105-096-469-164,2025,1,0
100-503-664-566-016,2025,1,1
100-697-733-861-827,2025,1,0
101-733-287-755-662,2025,1,1
103-079-008-861-163,2025,1,0
104-127-877-601-611,2025,1,0
106-438-728-264-798,2025,1,0
108-333-073-118-416,2025,1,0
108-789-384-155-471,2025,1,0
109-220-676-361-998,2025,1,0
110-131-537-955-527,2025,1,0
110-332-720-458-108,2025,1,0
110-625-062-049-458,2025,1,0
113-522-998-368-453,2025,1,0
114-307-164-010-513,2025,1,0
114-435-647-627-186,2025,1,2
116-781-783-626-334,2025,2,0
117-286-110-760-537,2025,2,0
119-110-755-169-940,2025,2,0
123-430-749-456-940,2025,1,0
123-672-501-287-540,2025,1,0
124-620-767-732-519,2025,3,0
125-898-136-058-137,2025,1,0
130-819-167-783-692,2025,2,0
132-408-630-886-56X,2025,1,0
132-452-901-633-141,2025,1,0
135-005-633-381-367,2025,1,0
137-494-115-640-747,2025,1,0
137-495-089-985-040,2025,1,0
138-135-561-046-918,2025,5,0
138-842-239-140-060,2025,1,0
139-220-154-362-115,2025,1,1
139-678-722-175-372,2025,2,0
140-445-197-331-32X,2025,2,0
142-157-926-314-957,2025,1,0
144-711-916-507-657,2025,1,0
146-234-449-734-247,2025,2,0
146-825-994-105-15X,2025,1,0
147-322-773-681-657,2025,1,1
147-477-968-689-575,2025,1,0
149-175-852-590-986,2025,1,0
149-476-211-085-540,2025,1,0
150-672-031-957-114,2025,1,0
150-859-533-594-376,2025,1,0
152-810-077-812-696,2025,2,0
152-966-772-065-750,2025,2,0
153-039-448-729-921,2025,1,0
153-340-216-736-009,2025,1,0
153-479-244-421-756,2025,1,0
154-641-119-418-960,2025,2,0
156-458-034-024-652,2025,1,0
156-656-309-202-516,2025,2,0
158-640-792-061-026,2025,3,1
159-196-062-591-496,2025,2,0
159-202-793-768-37X,2025,1,0
163-549-396-168-757,2025,2,0
164-658-039-738-087,2025,1,0
165-916-965-870-277,2025,1,0
166-850-431-135-195,2025,1,0
167-542-414-023-855,2025,1,1
169-480-697-290-874,2025,1,0
169-994-532-564-089,2025,1,1
170-811-492-666-865,2025,1,0
171-140-062-509-423,2025,1,0
171-257-935-678-875,2025,1,1
172-131-314-915-455,2025,1,1
173-810-894-023-015,2025,1,0
178-263-049-640-982,2025,2,0
179-040-264-660-597,2025,1,0
180-884-661-842-146,2025,1,0
181-143-661-061-655,2025,1,0
182-484-358-864-81X,2025,1,0
183-824-380-966-163,2025,1,0
189-179-601-534-989,2025,1,0
189-182-899-127-098,2025,1,0
189-190-705-528-847,2025,1,1
190-471-112-687-486,2025,1,1
191-458-453-127-735,2025,2,0
192-155-609-336-006,2025,1,0
192-331-049-120-724,2025,1,0
193-436-718-897-838,2025,1,0
193-477-606-415-196,2025,1,2
193-492-503-802-906,2025,1,0
193-955-109-606-913,2025,1,0
196-948-000-538-025,2025,1,1
196-953-419-802-450,2025,1,0
198-061-038-580-144,2025,2,0
198-555-105-051-016,2025,1,0
199-322-089-187-253,2025,1,0
