document_id,year,family_size,citations
034-771-822-098-596,2024,2,0
035-644-193-422-510,2024,1,0
036-791-040-569-139,2024,1,0
037-031-145-113-546,2024,1,0
038-421-313-251-068,2024,1,2
038-448-550-049-429,2024,1,1
040-616-123-209-67X,2024,1,1
041-035-011-397-785,2024,1,5
042-823-636-859-306,2024,1,0
049-784-003-825-064,2024,2,0
051-663-480-735-257,2024,1,2
053-690-672-376-312,2024,2,0
055-488-312-538-81X,2024,1,0
059-068-177-797-732,2024,2,9
061-086-655-457-646,2024,1,0
062-527-773-921-267,2024,1,14
062-759-692-106-458,2024,1,0
063-548-030-630-134,2024,2,3
063-569-663-617-354,2024,1,6
065-035-828-824-500,2024,1,1
065-892-251-434-650,2024,1,1
066-246-161-574-908,2024,2,0
068-994-706-808-716,2024,1,1
069-226-774-811-209,2024,1,7
070-938-501-851-927,2024,1,4
071-701-428-748-878,2024,2,2
071-949-466-828-691,2024,1,1
074-466-992-964-442,2024,2,3
075-498-756-008-064,2024,1,4
077-452-333-701-843,2024,1,0
079-393-540-522-448,2024,2,2
079-919-110-244-20X,2024,1,1
081-736-041-986-751,2024,2,0
081-878-894-287-307,2024,1,3
086-295-904-750-244,2024,1,0
086-454-351-340-16X,2024,1,0
087-613-324-599-434,2024,1,2
089-375-493-706-263,2024,2,16
090-613-126-278-953,2024,1,1
090-901-055-838-912,2024,3,1
092-132-708-195-870,2024,1,0
093-173-738-692-285,2024,1,2
096-808-916-651-992,2024,1,5
096-871-706-731-451,2024,1,0
097-941-743-015-611,2024,1,0
098-233-447-943-893,2024,1,4
098-982-963-691-598,2024,1,0
099-499-214-682-033,2024,2,4
102-052-707-096-193,2024,1,0
106-412-242-395-119,2024,1,1
107-823-223-358-235,2024,2,1
109-307-616-688-755,2024,2,3
110-608-567-923-943,2024,2,0
111-887-063-452-86X,2024,2,0
112-341-864-803-246,2024,1,0
113-299-542-604-375,2024,1,2
113-587-338-026-754,2024,2,0
114-420-282-136-592,2024,1,3
114-749-173-445-04X,2024,2,2
115-796-768-599-740,2024,1,0
116-014-901-466-945,2024,1,3
116-430-644-557-637,2024,2,10
116-885-373-280-541,2024,1,0
119-717-034-087-065,2024,1,5
121-058-584-223-936,2024,1,0
121-204-183-987-583,2024,1,2
121-869-642-749-995,2024,1,1
122-739-398-998-869,2024,2,0
123-386-088-236-821,2024,2,1
123-835-159-564-832,2024,1,6
124-394-881-648-801,2024,1,4
125-075-277-671-78X,2024,1,0
126-131-108-402-554,2024,1,1
126-648-031-554-788,2024,1,1
127-797-729-238-053,2024,1,14
130-800-521-765-367,2024,2,2
130-994-153-490-774,2024,2,3
132-373-455-187-042,2024,1,1
133-564-630-973-322,2024,1,0
136-032-353-373-733,2024,1,3
138-433-750-505-832,2024,1,2
138-768-221-779-883,2024,1,2
139-063-566-391-899,2024,1,0
141-560-847-341-512,2024,1,2
142-207-678-801-23X,2024,2,1
142-504-626-774-277,2024,1,3
143-683-405-790-524,2024,1,19
149-305-355-408-285,2024,1,1
149-498-687-806-953,2024,1,2
150-122-951-579-172,2024,2,0
152-706-773-945-943,2024,2,9
153-758-712-353-363,2024,2,1
153-762-139-812-134,2024,1,0
154-306-626-057-129,2024,1,1
158-549-278-513-379,2024,2,0
159-298-552-275-346,2024,1,0
159-881-305-668-52X,2024,1,7
160-233-412-271-51X,2024,1,0
160-440-000-690-920,2024,1,4
160-743-668-249-05X,2024,2,0
161-171-238-872-082,2024,1,0
162-520-171-091-335,2024,2,1
163-320-117-534-369,2024,2,2
163-602-266-436-952,2024,1,0
163-866-089-727-271,2024,1,1
165-910-803-186-790,2024,1,2
166-346-951-572-222,2024,1,1
167-528-568-869-772,2024,1,1
167-549-169-332-313,2024,6,0
169-120-473-449-066,2024,1,8
169-266-436-298-117,2024,1,2
170-178-634-738-078,2024,1,0
170-352-495-485-058,2024,1,1
172-071-533-333-875,2024,1,0
173-918-797-254-879,2024,2,1
174-895-002-580-505,2024,2,1
175-673-964-482-183,2024,1,4
175-951-820-744-84X,2024,1,2
178-080-517-848-775,2024,1,1
178-594-429-313-306,2024,1,0
178-824-873-298-019,2024,1,1
186-099-113-140-412,2024,1,8
186-776-795-245-179,2024,1,3
187-996-020-368-633,2024,1,2
189-127-452-153-167,2024,1,1
189-556-094-698-137,2024,1,1
191-549-463-958-421,2024,2,0
192-463-427-859-054,2024,1,0
194-864-104-413-656,2024,1,1
194-882-113-042-219,2024,1,0
195-124-231-025-974,2024,1,0
199-673-436-905-526,2024,1,0
002-779-092-957-357,2025,1,0
003-359-795-937-85X,2025,1,0
004-365-877-598-22X,2025,1,0
004-493-933-933-974,2025,1,0
006-140-364-853-18X,2025,1,0
006-523-389-450-596,2025,1,0
006-822-608-270-051,2025,1,1
006-866-861-756-578,2025,1,1
007-416-348-647-977,2025,1,0
007-744-955-204-679,2025,1,0
008-817-831-885-899,2025,2,0
011-803-530-280-424,2025,1,0
013-458-772-461-779,2025,2,0
013-585-350-222-876,2025,1,0
014-819-284-100-111,2025,1,0
015-143-446-005-328,2025,1,1
015-557-476-642-23X,2025,1,1
018-284-259-647-008,2025,1,0
018-382-497-022-926,2025,2,0
019-176-758-474-496,2025,1,3
019-605-471-128-169,2025,1,0
021-977-139-448-266,2025,1,0
022-146-598-732-02X,2025,2,0
024-082-658-430-916,2025,1,0
025-062-864-429-631,2025,1,0
026-284-520-869-959,2025,1,0
028-062-612-218-140,2025,2,0
028-570-722-702-348,2025,1,0
028-925-094-292-762,2025,1,1
029-015-719-844-349,2025,1,0
029-891-456-233-326,2025,2,0
031-066-754-216-059,2025,1,1
031-768-743-536-950,2025,1,0
031-773-524-450-539,2025,1,0
032-385-222-824-955,2025,1,2
032-410-009-100-896,2025,1,0
034-391-615-600-331,2025,1,1
034-585-719-183-742,2025,2,0
035-291-099-875-950,2025,1,0
036-084-928-097-557,2025,1,5
036-395-524-621-285,2025,1,2
038-955-138-313-108,2025,2,0
039-309-749-459-886,2025,1,0
041-071-775-339-84X,2025,1,0
041-376-620-301-801,2025,1,0
044-508-555-008-510,2025,1,0
044-994-546-798-06X,2025,1,0
047-929-609-937-564,2025,1,0
048-802-741-883-119,2025,1,1
048-915-035-270-340,2025,1,0
049-067-558-031-936,2025,1,0
049-467-638-191-641,2025,2,0
049-590-960-804-542,2025,2,0
050-565-004-216-717,2025,1,1
050-919-532-721-085,2025,1,0
051-102-520-718-68X,2025,1,0
051-502-706-335-903,2025,2,0
053-197-261-182-530,2025,1,4
055-889-955-764-498,2025,1,0
057-377-531-043-703,2025,1,0
058-382-418-668-907,2025,1,0
058-882-382-615-264,2025,1,0
058-960-363-397-135,2025,1,0
058-965-418-723-114,2025,1,0
059-695-983-823-096,2025,1,0
064-070-142-178-791,2025,1,3
065-293-667-621-80X,2025,2,0
065-933-875-798-063,2025,1,0
066-238-365-516-857,2025,2,0
068-543-009-970-504,2025,1,0
070-719-555-205-509,2025,1,0
071-396-246-573-482,2025,2,0
071-429-303-045-634,2025,1,1
072-885-052-881-392,2025,1,1
075-245-581-075-859,2025,1,0
077-048-439-129-481,2025,1,4
077-565-958-094-896,2025,4,0
080-745-256-351-786,2025,1,1
081-862-471-191-876,2025,2,0
081-964-420-321-746,2025,2,0
082-720-258-724-218,2025,2,1
083-278-962-304-898,2025,1,0
083-918-666-787-437,2025,2,0
086-540-590-866-805,2025,1,0
091-716-293-966-890,2025,2,0
092-790-941-846-814,2025,1,5
095-575-896-574-705,2025,2,0
098-092-317-542-016,2025,1,0
102-222-906-754-872,2025,1,0
103-815-560-230-122,2025,1,0
104-769-426-419-129,2025,2,0
105-325-990-482-750,2025,1,0
105-836-120-476-837,2025,2,1
106-078-948-878-437,2025,1,0
106-706-383-420-772,2025,1,0
106-932-972-851-947,2025,2,0
107-197-956-762-731,2025,1,2
109-878-633-322-308,2025,1,0
111-814-410-171-310,2025,1,0
111-866-774-837-827,2025,1,1
111-980-811-987-322,2025,1,0
112-194-779-360-578,2025,1,0
112-841-817-348-560,2025,1,0
113-820-753-064-510,2025,1,0
114-520-588-816-601,2025,1,2
114-865-688-523-690,2025,1,0
114-881-217-790-91X,2025,1,2
115-505-158-136-981,2025,1,0
115-627-804-834-107,2025,1,0
117-245-516-852-051,2025,2,1
117-372-891-567-916,2025,1,0
117-761-228-508-791,2025,1,0
117-908-211-934-704,2025,1,0
118-254-644-924-428,2025,1,0
120-190-991-170-538,2025,1,0
120-477-007-401-763,2025,2,0
122-227-675-459-355,2025,1,2
122-417-652-633-792,2025,1,0
122-920-806-112-913,2025,2,0
123-421-534-336-154,2025,1,0
123-807-886-851-573,2025,2,1
124-866-406-603-965,2025,2,0
126-888-823-121-131,2025,3,0
127-441-269-088-236,2025,2,0
129-726-085-095-097,2025,1,0
132-358-552-656-546,2025,1,0
132-530-678-435-118,2025,1,0
132-939-871-283-228,2025,1,0
133-073-892-300-260,2025,1,1
133-116-239-558-573,2025,1,2
134-535-131-279-313,2025,1,1
139-139-662-333-697,2025,1,0
139-438-359-761-998,2025,2,0
140-393-300-692-632,2025,1,0
141-900-546-356-938,2025,1,0
143-565-494-727-668,2025,2,0
144-893-914-979-642,2025,1,0
144-948-485-838-096,2025,2,0
146-194-195-964-822,2025,1,0
146-272-363-671-916,2025,1,0
146-956-007-156-00X,2025,1,0
147-220-353-348-826,2025,1,0
147-727-449-225-823,2025,2,0
150-496-653-426-086,2025,1,0
150-557-042-328-600,2025,1,0
150-664-012-993-611,2025,1,0
150-720-345-854-496,2025,1,0
152-159-446-103-554,2025,1,0
152-536-097-413-386,2025,1,0
152-924-629-586-013,2025,2,0
153-974-780-455-675,2025,1,1
155-080-880-319-750,2025,1,0
155-449-051-677-531,2025,1,0
156-687-800-345-463,2025,1,0
159-192-640-759-142,2025,1,0
159-790-260-366-531,2025,2,1
159-949-552-051-250,2025,2,0
160-422-865-194-716,2025,2,0
160-906-915-228-912,2025,1,0
160-980-016-574-542,2025,1,0
161-599-875-350-727,2025,1,0
162-000-562-840-912,2025,1,0
163-919-252-510-483,2025,1,2
164-668-519-372-271,2025,1,1
164-710-177-466-900,2025,1,0
165-480-120-412-536,2025,1,1
165-631-986-625-554,2025,2,1
166-554-667-372-748,2025,1,0
166-654-216-728-387,2025,2,0
170-434-894-595-86X,2025,1,0
172-008-295-890-286,2025,1,0
174-939-469-859-456,2025,1,2
175-398-374-548-695,2025,1,0
177-101-181-598-824,2025,1,0
179-585-351-869-751,2025,1,0
180-060-395-121-378,2025,2,0
180-152-685-117-332,2025,1,0
182-021-652-937-281,2025,1,0
182-545-099-387-022,2025,1,0
182-553-878-915-12X,2025,1,0
183-029-841-572-229,2025,1,0
183-935-208-529-019,2025,1,0
184-813-024-681-244,2025,1,0
185-958-317-292-14X,2025,1,0
186-472-470-172-554,2025,2,0
186-502-947-873-038,2025,2,0
187-794-273-234-304,2025,1,0
188-779-019-394-119,2025,1,0
188-987-409-593-646,2025,1,0
190-133-930-813-323,2025,1,0
191-208-161-629-782,2025,1,0
191-424-204-653-552,2025,1,0
192-126-804-680-029,2025,1,0
193-077-879-485-146,2025,1,0
194-195-454-587-626,2025,2,0
195-395-316-855-939,2025,2,1
197-824-205-533-203,2025,1,3
199-009-976-998-385,2025,1,0
199-469-653-647-262,2025,1,0
