document_id,year,family_size,citations
005-293-923-454-902,2023,2,4
008-934-985-327-323,2023,2,5
031-474-992-643-438,2023,2,5
049-901-509-877-283,2023,1,6
050-754-046-568-959,2023,2,1
058-181-076-432-37X,2023,2,3
066-712-762-298-430,2023,2,8
068-554-327-565-305,2023,2,8
075-795-142-642-379,2023,1,1
112-655-478-813-915,2023,2,1
121-599-280-105-254,2023,1,4
137-241-261-975-566,2023,2,2
147-651-046-173-362,2023,2,4
157-302-340-197-012,2023,1,2
164-392-813-874-50X,2023,1,7
171-416-659-855-665,2023,2,1
193-896-704-531-496,2023,2,1
000-207-084-383-617,2024,2,1
000-546-494-282-399,2024,1,4
000-820-358-077-293,2024,1,1
000-847-506-155-258,2024,1,1
003-058-628-098-359,2024,2,5
004-217-661-087-223,2024,2,0
007-657-715-006-360,2024,2,3
010-015-455-461-925,2024,1,2
010-248-740-456-620,2024,1,0
010-590-385-887-234,2024,1,5
015-151-905-029-004,2024,1,1
016-395-143-629-173,2024,1,3
023-684-904-762-521,2024,1,0
024-517-733-258-133,2024,1,1
027-080-860-852-354,2024,1,1
027-532-917-684-828,2024,1,1
027-819-661-339-796,2024,1,0
028-730-949-702-350,2024,1,1
030-250-682-831-434,2024,2,3
030-500-500-712-012,2024,1,1
030-548-179-050-288,2024,1,4
030-592-659-673-693,2024,1,0
031-070-303-401-310,2024,1,11
036-077-339-559-754,2024,2,0
036-715-925-107-121,2024,1,0
037-363-509-751-479,2024,1,1
040-372-958-697-642,2024,1,0
042-878-916-923-534,2024,1,0
043-695-989-788-577,2024,1,1
047-384-425-767-401,2024,1,4
055-666-952-518-154,2024,1,0
057-214-069-929-03X,2024,1,0
058-515-072-062-735,2024,2,0
058-775-633-302-446,2024,1,0
060-085-565-077-534,2024,2,2
061-679-057-455-708,2024,2,0
062-300-654-323-321,2024,2,3
066-176-394-918-213,2024,1,0
068-051-404-874-597,2024,1,2
068-483-831-529-877,2024,1,0
071-364-033-698-47X,2024,1,3
071-605-540-361-489,2024,1,6
074-500-921-027-554,2024,1,0
075-252-355-756-563,2024,2,0
076-164-891-403-717,2024,2,1
081-287-971-270-994,2024,1,0
082-543-283-096-474,2024,1,0
086-743-446-919-570,2024,2,2
086-973-157-437-966,2024,1,2
088-321-663-558-321,2024,1,1
089-273-629-418-061,2024,1,1
091-060-163-732-966,2024,1,1
091-128-646-208-251,2024,1,1
091-643-970-570-574,2024,2,10
094-378-263-216-706,2024,2,1
096-691-312-144-897,2024,3,1
099-235-056-748-201,2024,1,0
100-276-535-679-084,2024,1,0
100-770-434-958-272,2024,1,14
102-199-791-866-942,2024,1,0
103-569-264-295-780,2024,1,1
103-917-827-124-845,2024,1,1
104-637-919-030-619,2024,1,1
106-050-701-589-815,2024,1,1
107-709-260-872-373,2024,1,2
108-192-473-849-131,2024,1,1
114-302-292-868-642,2024,2,2
115-322-737-391-408,2024,1,2
116-248-888-024-844,2024,2,0
116-474-038-062-954,2024,1,0
120-758-479-982-034,2024,1,0
123-129-282-772-030,2024,1,0
126-746-137-815-025,2024,2,1
128-437-654-870-034,2024,1,0
128-655-818-012-980,2024,1,0
129-831-633-810-78X,2024,2,0
130-442-531-492-326,2024,2,0
135-774-079-505-903,2024,1,0
135-864-338-238-272,2024,1,2
135-885-984-162-711,2024,1,0
138-582-744-371-603,2024,1,0
142-047-113-728-434,2024,1,0
142-390-115-135-833,2024,1,1
146-506-990-090-829,2024,1,1
146-611-902-955-875,2024,2,0
153-743-414-597-982,2024,1,5
154-232-976-037-794,2024,2,2
154-534-886-875-771,2024,2,1
158-176-860-453-747,2024,1,3
161-569-473-356-213,2024,1,2
164-056-587-955-412,2024,2,1
164-114-116-997-58X,2024,2,0
167-730-979-140-918,2024,1,0
168-800-726-118-461,2024,2,5
173-001-300-941-418,2024,1,0
173-188-984-576-783,2024,1,0
173-317-009-386-552,2024,1,0
173-360-607-627-778,2024,1,1
173-430-560-258-08X,2024,1,3
177-843-757-238-307,2024,2,1
179-511-557-587-328,2024,1,2
180-389-335-587-145,2024,1,1
182-562-663-289-170,2024,1,0
183-134-981-946-717,2024,1,0
184-296-267-326-439,2024,1,8
185-277-197-188-407,2024,1,2
190-757-416-975-827,2024,1,1
191-254-313-627-872,2024,2,1
193-564-432-937-562,2024,1,7
198-868-136-848-834,2024,2,5
001-608-306-540-002,2025,1,0
001-881-387-383-527,2025,1,0
011-495-878-984-893,2025,1,0
012-148-462-364-172,2025,2,1
012-285-704-610-358,2025,2,0
013-166-733-570-37X,2025,2,0
014-298-420-577-205,2025,1,4
016-820-445-722-618,2025,1,0
017-341-051-813-515,2025,1,0
018-778-583-844-345,2025,1,0
020-157-356-149-481,2025,1,0
022-278-721-638-499,2025,2,0
022-785-908-862-518,2025,1,0
025-175-028-597-227,2025,1,0
032-197-693-718-245,2025,1,0
032-901-389-482-924,2025,1,0
034-241-506-078-720,2025,1,0
034-268-946-519-956,2025,1,1
034-580-478-602-99X,2025,1,0
035-737-774-445-422,2025,1,0
036-552-795-673-817,2025,1,0
038-645-311-857-173,2025,1,0
039-078-370-288-589,2025,1,0
039-360-225-734-836,2025,5,0
045-133-121-940-704,2025,1,1
047-798-182-321-594,2025,1,0
050-212-235-945-788,2025,1,0
050-645-424-016-332,2025,1,0
054-665-334-966-741,2025,1,0
056-382-520-169-335,2025,1,0
057-050-169-362-298,2025,1,0
057-085-894-464-81X,2025,1,0
058-022-161-315-049,2025,1,0
059-975-154-257-003,2025,1,0
060-233-686-947-77X,2025,1,0
061-083-465-094-940,2025,1,0
062-303-599-139-209,2025,2,0
064-068-442-427-849,2025,1,1
064-882-824-647-931,2025,2,1
065-030-696-393-581,2025,1,0
065-748-651-709-979,2025,1,0
067-519-691-503-805,2025,1,0
067-663-963-150-107,2025,1,0
068-284-264-100-334,2025,2,0
069-983-020-327-910,2025,1,0
070-913-618-653-421,2025,1,0
073-582-354-927-307,2025,3,0
075-359-325-786-892,2025,2,0
076-710-058-718-757,2025,1,0
079-968-848-394-635,2025,1,0
080-183-383-882-529,2025,1,0
