document_id,year,family_size,citations
042-293-395-554-177,2024,1,1
042-909-755-135-658,2024,1,2
044-227-056-996-605,2024,1,0
045-837-393-135-341,2024,1,1
047-849-551-012-39X,2024,3,0
048-206-396-640-501,2024,1,0
049-621-461-821-750,2024,1,0
050-178-006-526-284,2024,2,1
050-267-007-609-22X,2024,1,1
050-805-880-496-501,2024,1,2
051-638-731-860-024,2024,2,1
051-745-540-168-450,2024,1,6
051-972-545-021-263,2024,1,1
053-267-435-098-058,2024,1,0
054-320-318-438-97X,2024,1,0
054-732-040-554-597,2024,1,1
054-749-403-948-802,2024,1,4
056-022-328-144-032,2024,1,0
056-993-393-416-382,2024,2,3
058-652-823-869-590,2024,1,0
058-662-398-104-78X,2024,1,1
060-980-052-820-59X,2024,2,2
061-284-149-987-588,2024,1,0
062-232-593-817-579,2024,2,3
063-095-070-543-626,2024,1,0
063-466-157-450-924,2024,2,0
064-237-802-111-683,2024,1,6
064-278-821-365-209,2024,1,1
064-349-879-527-560,2024,2,2
064-388-085-877-704,2024,1,0
064-732-507-948-50X,2024,5,1
064-837-036-180-119,2024,1,1
066-126-815-576-00X,2024,1,0
066-700-554-529-590,2024,5,9
066-738-033-097-108,2024,2,2
067-319-108-533-825,2024,1,0
068-175-111-920-435,2024,1,1
069-275-107-561-251,2024,2,0
069-618-230-156-720,2024,2,7
069-620-749-271-795,2024,1,0
072-071-783-959-314,2024,1,0
075-064-171-524-794,2024,2,3
077-992-905-651-106,2024,2,2
080-621-761-588-405,2024,1,1
083-152-740-166-158,2024,1,0
085-157-973-500-378,2024,1,3
086-340-431-307-946,2024,1,1
088-515-407-043-199,2024,1,5
089-659-096-511-205,2024,2,0
093-281-111-168-963,2024,2,4
093-980-703-585-261,2024,1,0
095-279-009-419-607,2024,1,1
095-291-247-345-780,2024,1,0
096-392-283-138-892,2024,1,0
096-501-991-837-133,2024,1,1
096-861-500-578-325,2024,2,2
099-396-106-073-810,2024,1,0
100-544-105-313-339,2024,1,7
100-899-074-339-677,2024,1,3
101-378-702-673-127,2024,1,4
104-940-207-325-023,2024,2,0
105-136-642-073-675,2024,1,0
105-193-835-247-265,2024,2,3
105-751-717-169-191,2024,1,1
106-461-703-360-594,2024,1,0
108-901-588-257-573,2024,1,12
109-392-065-706-185,2024,1,0
110-940-517-452-13X,2024,1,2
111-059-946-597-380,2024,1,0
112-329-943-742-523,2024,1,4
114-109-695-602-852,2024,1,2
116-393-231-623-464,2024,1,1
116-719-815-283-894,2024,1,0
116-842-717-197-099,2024,2,0
118-166-224-091-108,2024,1,2
118-253-778-012-876,2024,1,3
119-947-044-340-785,2024,1,0
121-333-730-233-328,2024,1,0
124-747-049-101-85X,2024,1,1
126-775-588-713-514,2024,1,2
127-676-313-730-481,2024,1,0
128-528-435-705-024,2024,2,1
130-655-522-208-29X,2024,2,7
130-921-999-374-390,2024,1,3
130-974-224-316-813,2024,1,0
132-589-735-849-330,2024,1,1
134-002-287-956-278,2024,1,3
135-341-589-368-538,2024,1,1
135-440-239-562-609,2024,1,3
137-394-164-964-379,2024,1,0
139-183-465-844-365,2024,1,1
139-508-972-298-621,2024,1,0
140-522-288-399-078,2024,1,5
141-121-894-856-995,2024,1,1
141-363-870-204-492,2024,2,2
142-634-172-961-945,2024,1,1
145-081-604-444-91X,2024,1,0
145-442-531-471-159,2024,1,1
145-887-728-532-850,2024,1,1
146-354-187-347-269,2024,1,1
147-602-198-150-097,2024,1,2
150-654-403-940-809,2024,1,9
151-232-314-177-22X,2024,1,3
153-564-962-438-647,2024,1,2
155-758-780-542-572,2024,1,12
156-865-259-452-496,2024,2,12
158-860-302-014-775,2024,1,2
159-596-944-303-540,2024,2,1
159-667-430-520-762,2024,1,1
160-737-294-376-394,2024,2,0
161-136-057-883-686,2024,1,0
162-431-385-287-718,2024,1,1
163-860-425-804-145,2024,1,0
164-896-729-627-943,2024,1,0
166-794-239-861-011,2024,1,0
166-871-235-637-270,2024,1,1
167-083-440-312-386,2024,1,1
168-400-573-238-784,2024,1,3
170-313-629-923-841,2024,2,2
170-913-420-443-475,2024,1,1
171-134-051-909-113,2024,1,0
175-132-316-590-344,2024,2,2
176-186-623-175-087,2024,1,3
178-470-994-528-970,2024,1,1
179-577-139-107-848,2024,2,0
180-356-966-912-775,2024,1,0
180-816-006-791-245,2024,1,2
181-413-368-104-289,2024,2,5
183-210-656-366-083,2024,1,0
183-390-629-295-68X,2024,1,1
183-424-863-185-65X,2024,2,1
183-481-694-489-441,2024,2,8
183-809-364-728-426,2024,2,0
184-186-679-674-395,2024,1,0
185-159-383-514-459,2024,1,3
185-486-251-470-317,2024,1,0
186-476-016-889-959,2024,2,1
187-144-919-949-663,2024,1,0
189-092-510-364-361,2024,2,1
189-874-040-937-001,2024,2,1
190-611-907-749-160,2024,1,1
190-866-610-028-092,2024,1,3
191-104-699-182-218,2024,5,0
191-760-146-585-119,2024,1,1
192-219-451-879-683,2024,2,4
192-250-648-117-565,2024,1,0
192-656-467-858-735,2024,1,0
192-874-364-396-051,2024,1,2
193-011-548-304-599,2024,1,1
193-047-437-764-554,2024,1,2
193-096-650-231-23X,2024,1,11
195-040-227-970-406,2024,1,4
196-443-498-984-386,2024,1,3
196-597-672-870-862,2024,1,1
196-692-797-010-239,2024,2,3
197-212-144-612-313,2024,1,0
198-770-241-983-645,2024,2,2
199-649-715-076-61X,2024,1,0
199-867-531-507-126,2024,1,3
000-983-897-412-720,2025,1,0
001-057-287-619-357,2025,1,0
001-962-108-682-255,2025,1,0
003-767-325-482-080,2025,1,3
007-839-993-644-087,2025,1,0
008-207-860-434-87X,2025,1,0
009-401-979-852-046,2025,1,0
012-007-887-517-729,2025,1,0
012-136-894-673-19X,2025,1,0
012-388-138-845-284,2025,2,0
012-473-171-332-575,2025,1,0
012-801-614-748-132,2025,1,5
013-880-548-086-955,2025,1,2
014-284-595-414-857,2025,1,1
017-146-755-293-438,2025,1,0
018-069-452-093-893,2025,1,0
020-572-985-227-911,2025,1,2
021-717-195-143-116,2025,1,0
023-351-032-921-656,2025,1,0
024-439-002-539-408,2025,2,0
025-294-454-948-431,2025,1,1
027-108-584-176-127,2025,2,0
027-875-081-830-593,2025,1,0
028-289-975-529-120,2025,1,0
028-788-435-327-532,2025,1,1
029-354-648-346-022,2025,1,1
029-716-902-307-842,2025,1,0
031-638-520-453-175,2025,2,3
032-527-686-301-184,2025,1,0
032-853-990-458-77X,2025,1,0
033-174-920-332-567,2025,1,0
033-556-446-718-414,2025,1,0
033-699-788-904-135,2025,1,0
034-781-102-713-799,2025,3,0
035-917-076-217-009,2025,1,0
038-104-624-246-697,2025,1,0
041-332-513-703-464,2025,2,0
041-642-396-729-430,2025,1,0
042-535-851-398-411,2025,1,0
043-041-226-451-869,2025,1,0
044-085-428-150-774,2025,1,0
045-445-889-751-946,2025,1,0
045-965-577-009-59X,2025,2,0
046-760-083-519-271,2025,1,0
050-067-162-529-231,2025,1,0
050-269-017-251-566,2025,1,0
050-646-492-162-440,2025,1,0
050-654-376-953-915,2025,2,2
051-527-107-116-187,2025,1,0
054-239-664-411-202,2025,1,0
055-277-922-923-90X,2025,2,0
056-743-649-083-285,2025,1,0
058-405-088-578-421,2025,1,0
058-532-714-561-638,2025,2,0
059-219-676-716-285,2025,1,0
060-755-488-922-182,2025,1,0
061-658-418-439-349,2025,1,0
061-895-564-034-55X,2025,1,0
062-460-659-205-765,2025,1,1
063-135-726-387-376,2025,1,0
063-488-271-920-448,2025,2,0
064-882-760-411-857,2025,1,0
067-289-347-398-371,2025,1,0
067-395-781-149-502,2025,1,0
067-532-789-854-132,2025,1,0
068-951-085-149-77X,2025,2,0
070-920-923-833-619,2025,2,1
076-146-593-987-495,2025,1,0
076-612-865-887-726,2025,1,1
078-426-838-478-410,2025,1,0
078-906-761-783-849,2025,1,0
080-607-445-621-356,2025,1,0
080-682-844-225-895,2025,1,0
082-094-132-475-169,2025,1,1
082-374-470-194-243,2025,1,1
083-268-435-292-97X,2025,1,0
083-538-961-117-394,2025,2,0
083-837-318-196-636,2025,1,1
084-781-586-312-900,2025,1,0
086-023-875-636-493,2025,1,0
086-237-930-491-113,2025,1,1
087-363-392-307-596,2025,2,1
089-279-176-620-933,2025,1,0
093-218-061-389-335,2025,2,0
093-494-350-330-808,2025,1,0
093-596-339-796-073,2025,1,0
094-815-036-879-211,2025,1,1
095-118-742-885-910,2025,2,0
095-799-867-602-044,2025,1,0
095-866-296-953-912,2025,1,0
096-460-156-474-107,2025,1,1
097-116-844-088-06X,2025,1,0
098-056-984-135-037,2025,2,0
098-457-829-389-704,2025,1,2
098-675-228-007-024,2025,1,1
099-051-697-124-478,2025,1,0
102-625-440-503-997,2025,1,0
102-649-805-179-445,2025,1,0
103-157-631-628-364,2025,1,0
103-315-482-989-924,2025,1,0
103-437-750-635-766,2025,1,2
103-568-886-170-515,2025,1,1
103-791-556-514-639,2025,2,0
103-955-048-729-711,2025,1,0
104-592-905-650-79X,2025,1,0
106-466-572-701-100,2025,2,0
106-658-716-371-769,2025,2,0
107-047-964-455-439,2025,2,0
107-407-125-911-911,2025,1,0
107-590-800-479-279,2025,2,0
108-604-665-629-852,2025,1,0
108-826-181-102-011,2025,1,0
109-964-705-928-378,2025,1,0
110-083-332-574-110,2025,1,3
110-115-831-259-346,2025,2,0
110-587-236-323-097,2025,2,0
110-671-231-635-384,2025,1,0
112-626-393-711-335,2025,4,0
112-640-930-113-711,2025,1,0
113-345-517-273-02X,2025,1,2
114-016-450-882-398,2025,1,0
115-546-008-099-952,2025,1,0
115-957-301-163-120,2025,1,0
117-236-044-673-500,2025,3,0
117-680-126-191-442,2025,1,1
119-462-188-045-990,2025,1,0
119-584-499-333-645,2025,1,0
120-010-791-770-781,2025,1,1
121-741-854-134-738,2025,1,0
121-949-678-340-761,2025,2,0
122-292-088-726-763,2025,1,0
123-238-548-456-856,2025,1,1
123-449-924-678-779,2025,1,0
124-332-739-301-811,2025,1,0
124-556-311-665-473,2025,1,1
125-820-621-981-566,2025,1,0
125-834-055-935-609,2025,1,0
127-014-314-457-453,2025,1,0
127-611-614-983-792,2025,1,0
129-118-812-326-914,2025,1,0
129-774-801-319-722,2025,1,0
130-514-523-406-766,2025,1,0
130-668-598-629-640,2025,1,0
131-410-533-442-664,2025,1,0
131-957-599-652-153,2025,1,0
132-735-720-483-244,2025,1,0
133-949-517-240-730,2025,1,0
135-114-540-846-244,2025,2,2
135-276-395-371-466,2025,1,0
136-269-001-832-452,2025,3,0
137-256-212-146-093,2025,1,2
137-396-963-639-870,2025,1,0
137-402-847-895-701,2025,1,0
138-503-965-319-720,2025,1,0
138-657-152-283-806,2025,1,0
140-765-936-771-39X,2025,2,0
141-360-041-924-413,2025,1,0
144-664-954-926-183,2025,1,0
147-861-308-057-966,2025,1,0
149-007-162-808-818,2025,1,0
149-349-315-800-009,2025,1,1
150-123-710-715-828,2025,1,0
151-356-155-554-036,2025,2,0
151-612-308-689-362,2025,2,0
152-227-225-367-689,2025,1,0
152-876-790-315-662,2025,2,0
153-000-539-276-077,2025,1,0
153-223-584-516-146,2025,1,0
153-404-177-166-305,2025,1,1
155-004-837-208-41X,2025,2,2
155-242-941-303-322,2025,2,0
155-419-805-367-939,2025,1,1
156-527-273-467-406,2025,1,0
158-583-665-800-326,2025,1,2
158-659-259-368-978,2025,1,0
159-047-268-106-426,2025,1,0
160-581-886-391-645,2025,1,0
161-432-156-551-026,2025,1,1
161-488-059-820-012,2025,1,0
161-488-978-422-066,2025,1,0
164-539-499-972-139,2025,1,2
165-524-310-234-699,2025,1,0
167-143-962-728-348,2025,1,0
167-205-115-700-716,2025,1,1
167-619-929-604-686,2025,1,0
167-763-140-412-288,2025,1,1
168-843-237-115-200,2025,1,1
169-086-024-240-180,2025,1,0
169-515-357-108-340,2025,1,0
170-373-300-765-088,2025,1,0
171-337-250-171-377,2025,1,0
172-754-998-470-821,2025,1,0
172-848-467-452-525,2025,1,2
173-829-558-841-73X,2025,1,0
174-266-797-311-648,2025,3,0
174-762-218-935-396,2025,1,0
175-001-131-155-186,2025,1,0
175-262-082-685-505,2025,1,1
175-375-244-404-800,2025,1,0
175-727-552-928-477,2025,1,0
177-238-167-206-430,2025,1,0
179-090-672-675-259,2025,1,1
180-600-192-985-04X,2025,1,0
181-239-703-299-44X,2025,2,0
181-261-646-245-699,2025,3,0
182-545-253-014-911,2025,1,1
182-966-396-710-645,2025,1,0
184-912-364-915-696,2025,1,0
185-261-975-359-940,2025,1,1
185-780-397-254-278,2025,1,0
188-587-061-823-03X,2025,1,2
189-296-523-043-238,2025,1,1
189-504-225-946-694,2025,1,0
189-533-947-587-729,2025,2,0
190-444-507-239-764,2025,1,0
192-016-661-358-819,2025,2,0
192-345-707-709-694,2025,1,0
192-589-237-314-76X,2025,1,0
193-022-935-652-247,2025,1,0
193-998-615-363-918,2025,1,0
194-562-303-876-713,2025,1,0
198-180-519-049-583,2025,2,0
198-796-781-248-305,2025,1,0
199-815-531-336-000,2025,1,0
